,Tech Source,Tech Relation,API Source,Source Type,Source Name,Title,Source Description,Publish Date
96,Social Media,child development,Bing News API,NewsArticle,CNN,Surgeon General says 13 is ‘too early’ to join social media,"US Surgeon General Vivek Murthy says he believes 13 is too young for children to be on social media platforms, because although sites allow children of that age to join, kids are still ""developing their identity.",2023-01-29T20:07:00.0000000Z
97,Social Media,child development,Bing News API,NewsArticle,Romper,"13 Is ""Too Early"" For Kids To Be On Social Media, Surgeon General Cautions","U.S. Surgeon General Vivek Murthy wants kids to stay off social media platforms until they’re 17 or 18 to protect them from potential mental harm. He also called for safety standards to be implemented during an interview with CNN,",2023-01-30T21:35:00.0000000Z
98,Social Media,child development,Bing News API,NewsArticle,Yahoo,Mom Says She Didn’t Know What Social Media Addiction Was Until It Was Too Late For Her Child,"Tammy says she didn’t know what social media addiction was until it was too late for her daughter, Selena, who was given a smartphone for her 10th birthday. “Within a few months, she started spending hours and hours on that phone,",2023-01-30T09:01:00.0000000Z
99,Social Media,child development,Bing News API,NewsArticle,KERO-TV,How social media is impacting brain development in teens,The use of social media may have an impact on brain development in children. Researchers at the University of North Carolina Chapel Hill analyzed brain scans of children 12 to 15 years old.,2023-01-18T20:19:00.0000000Z
100,Social Media,child development,Bing News API,NewsArticle,fox13now,Is keeping teens off social media unrealistic?,"According to a survey conducted by the University of Michigan, 49% of parents of children ages 10-12 report their kids having social media accounts.",2023-01-31T17:24:00.0000000Z
101,Social Media,teen impact,Bing News API,NewsArticle,ABC,"13-year-olds are too young to be on social media, US surgeon general says","Meta, Twitter and more social media sites currently allow 13-year-olds to join. U.S. Surgeon General Dr. Vivek Murthy said he believes 13 is too young for children to be on social media platforms, despite some of the most popular platforms,",2023-01-31T17:13:00.0000000Z
102,Social Media,teen impact,Bing News API,NewsArticle,UUHC Health Feed,The Impact of Social Media on Teens’ Mental Health,"Almost every teen now has an account on at least one social media platform. They use social media to reach out to friends, share experiences, and tell the world about themselves. However, without realizing it, they are managing an addiction. Jessica ...",2023-01-20T10:01:00.0000000Z
103,Social Media,teen impact,Bing News API,NewsArticle,ABC 7 Chicago,Tips for parents to help teens use social media in healthy way,"It's a topic on many parents mind: the use of social media and the impact on a teen. Researchers at the University of North Carolina followed sixth and seventh graders, and found those who habitually checked Facebook,",2023-01-26T22:38:00.0000000Z
104,Social Media,teen impact,Bing News API,NewsArticle,Finance Quick Fix on MSN.com,"Nearly 40% Of Teens Find Social Media Drama ""Overwhelming""","Ever since social media started gaining popularity in the early 2010s, parents across the country have been worrying about the impact of social media on their children, especially their teens. It can be hard to monitor your child when there are so many corners of the internet to be connected to.",2023-01-24T15:00:29.0000000Z
105,Social Media,teen impact,Bing News API,NewsArticle,STAT,A new study links social media use to changes in teen brains. Is that a bad thing?,Today’s teens and tweens have never known a world without social media. There are still a lot of open questions about how sites like TikTok and Instagram may shape their development — and ...,2023-01-19T10:29:00.0000000Z
106,Social Media,teen impact,Bing News API,NewsArticle,Forbes,Teen Entrepreneurs - How ChatGPT Is Changing Their Education And How They Do Business,"It’s not hard to see how ChatGPT could be used by students, and why some teachers and school administrators are scrambling to catch cheating.",2023-01-31T18:59:00.0000000Z
107,Social Media,teen impact,Bing News API,NewsArticle,Psychology Today,Social Media Often Makes Teens Feel Even More Alone,While the pandemic had a direct impact on everyone’s mental health ... have spent years studying the negative effects of social media on a teen’s developing brain. Be a good example: Our ...,2023-01-18T21:44:00.0000000Z
108,Social Media,teen impact,Bing News API,NewsArticle,Yahoo,"If your teen is following Andrew Tate on social media, it's time for a chat, say experts","Currently detained on allegations of human trafficking and rape, the influencer ""has the possibility to sway a whole generation of young boys,"" experts warn.",2023-01-30T19:08:00.0000000Z
109,Social Media,teen impact,Bing News API,NewsArticle,MSN,Cornwall teen quits social media with powerful message to Gen Z,The Gen Z teen from Lostwithiel said combining ... to my friends it’s over the phone or text. Giving up social media has a positive impact on friendships. Now I think I have better friendships.,2023-01-28T11:18:00.0000000Z
110,Social Media,mental health,Bing News API,NewsArticle,MSN,17 Ways Social Media Negatively Affects Your Mental Health,"Low self-esteem can lead to other mental health issues if not addressed. How to get free online therapy. Sleep Deprivation If you’re spending too much time on social media, chances are you’re going to bed later than you should. After all, scrolling ...",2023-01-31T10:41:00.0000000Z
111,Social Media,mental health,Bing News API,NewsArticle,Los Angeles Times,"Are more people depressed & anxious, or are we just getting better at talking about mental health?","We dive into how we actually know mental health issues are on the rise, and how such data are shaped by our increasing awareness of mental health issues.",2023-01-31T19:00:00.0000000Z
112,Social Media,mental health,Bing News API,NewsArticle,Fast Company,Vivek Murthy is right: Social media can hurt kids’ self-esteem,"To the surgeon general's point, studies suggest there can be negative consequences for children and adolescents who use social media.",2023-01-31T03:01:00.0000000Z
113,Social Media,mental health,Bing News API,NewsArticle,India Education Diary,Lecture on social media and mental health,"ALIGARH  : ""In the technological world we live in, many of us use social media sites like Facebook, Twitter, Snapchat, YouTube, and Instagram to find friends and talk to them. Even though these sites have their own advantages,",2023-01-30T17:15:00.0000000Z
114,Social Media,mental health,Bing News API,NewsArticle,MSN,Social media addiction and its impact on an individual’s mental health,"Too much time spent on social media, while its intended purpose of bringing people together, can lead to feelings of loneliness and isolation, as well as the worsening of mental health issues like anxiety and depression. The effects of social ...",2023-01-31T04:56:00.0000000Z
115,Social Media,mental health,Bing News API,NewsArticle,ABC,"13-year-olds are too young to be on social media, US surgeon general says","Meta, Twitter and more social media sites currently allow 13-year-olds to join. U.S. Surgeon General Dr. Vivek Murthy said he believes 13 is too young for children to be on social media platforms, despite some of the most popular platforms,",2023-01-31T17:13:00.0000000Z
116,Social Media,mental health,Bing News API,NewsArticle,Android,"Social media companies may be in trouble, mental health damage mentioned",Some lawyers are dragging social media companies to court over the effects their products have on the young ones in society.,2023-01-30T12:36:00.0000000Z
117,Social Media,mental health,Bing News API,NewsArticle,UUHC Health Feed,The Impact of Social Media on Teens’ Mental Health,"Social media has some good intentions: connecting you with people all around the world, showing you content you are interested in, and providing endless entertainment. But there are also negative consequences to endless scrolling. Research has shown that ...",2023-01-20T10:01:00.0000000Z
118,Social Media,mental health,Bing News API,NewsArticle,Christian Science Monitor,Social media giants face lawsuits over teen mental health concerns,The Supreme Court is scheduled to hear arguments next month on whether federal law protects the harmful content the tech industry pushes out through social media. Public entities seek to hold them accountable for the mental health crisis among youth.,2023-01-20T15:44:00.0000000Z
119,Social Media,mental health,Bing News API,NewsArticle,walb,How can social media affect students’ mental health?,"Mental health is just as important as physical health. If you don’t have someone to talk to, Albany Technical College has a wellness director who has put together initiatives, such as “Wellness Wednesday.",2023-01-19T23:04:00.0000000Z
120,Social Media,parenting impact,Bing News API,NewsArticle,Phys.org,Why the tween years are a 'golden opportunity' to set up the way you parent teenagers,"The teenage years can be among the trickiest times for a parent. You have been used to being your child's voice of reason. Then, all of a sudden, your authority is challenged by their peers, social media and huge developmental changes.",2023-01-24T18:20:00.0000000Z
121,Social Media,parenting impact,Bing News API,NewsArticle,The Herald-Zimbabwe,Social media parenting leaves children exposed,"Balancing breadwinner and parenting has never been any easier, but the advent of social media has compounded an already precarious situation. Yet, the desire to harm has remained ensconced in man ...",2023-01-28T09:05:00.0000000Z
122,Social Media,parenting impact,Bing News API,NewsArticle,Hindustan Times,Parenting tips: No brainer content on social media is affecting kids' intelligence quotient. Here's how parents can help,Here are tips for parents that can help them save children's intelligence quotient from no brainer content on social media Parenting tips: No brainer content on social media is affecting children ...,2023-01-04T14:16:00.0000000Z
123,Social Media,parenting impact,Bing News API,NewsArticle,Pew Research Center,Parenting in America Today,"About one-in-ten U.S. adults have heard of Gab, an alternative social media site, and 1% say that they get news there regularly. Mental health concerns top the list of worries for parents, followed by concerns about their children being bullied.",2023-01-24T00:01:00.0000000Z
124,Social Media,parenting impact,Bing News API,NewsArticle,LEADERSHIP Newspaper,Bad Parenting And Dangerous Trends Of Cruelty To Infants,It is not uncommon to watch a video perhaps on social media where you ... LEADERSHIP Weekend stressed that bad parenting can have a lasting adverse impact on your child in terms of behaviour ...,2023-01-14T12:31:00.0000000Z
125,Social Media,parenting impact,Bing News API,NewsArticle,Washington Examiner,"Psst, parents: There’s something between co-parenting with the government and going it alone","If you follow the parenting discourse these days ... cut against the central planning of Communist China. Regarding social media and the internet, there may be a few ways that federal law could ...",2023-01-25T21:45:00.0000000Z
126,Social Media,parenting impact,Bing News API,NewsArticle,Hindustan Times,social media,Here are tips for parents that can help them save children's intelligence quotient from no brainer content on social media Parenting tips: No brainer content on social media is affecting children ...,2023-01-04T14:16:00.0000000Z
127,Social Media,parenting impact,Bing News API,NewsArticle,Dawn,PARENTING: HELPING CHILDREN NAVIGATE THE INTERNET,"""Like many mothers, I used to post pictures of my sons quite often on social media,” says Fareeha Sultan, a mother of two teenage boys. However, she became uncomfortable with this and stopped ...",2023-01-01T02:45:00.0000000Z
128,Social Media,parenting impact,Bing News API,NewsArticle,Ghanaweb.com,'Social media parenting' - Michy throws subtle jab in recent post,"Michy wrote: ""Social media parenting. I didn't know I had lions guarding my lil man."" As earlier reported, Shatta claimed that it's been years since he set his eyes on his 6-year-old son.",2023-01-17T12:31:00.0000000Z
129,Social Media,K-12 AND (schools OR education),Bing News API,NewsArticle,Forbes,Social Media’s Toll On Tweens And Teens Hits A Boiling Point For Educators And Legislators,"The United States’ piecemeal policy approach to social media creates a void that parents, educators, and lawyers are trying to fill. It’s past time for federal officials to craft policies that both protect the use of social media while better managing its potential for harm.",2023-01-27T15:45:00.0000000Z
130,Social Media,K-12 AND (schools OR education),Bing News API,NewsArticle,Phys.org,"Three out of four parents say social media is a major distraction for students, according to new study","The vast majority of parents believe social media is a major distraction for students, according to a new nationwide study.",2023-01-17T17:42:00.0000000Z
131,Social Media,K-12 AND (schools OR education),Bing News API,NewsArticle,EdTech,Teachers on TikTok: What K–12 IT Departments Need to Know,"Click the banner to explore the full list of 2022 K–12 IT influencers. Connections like these are exactly why Keller is a huge fan and user of TikTok and other social media platforms, which help educators find ideas — and each other.",2023-01-23T17:01:00.0000000Z
132,Social Media,K-12 AND (schools OR education),Bing News API,NewsArticle,The Whit,NJ passes new K-12 Media Literacy Requirement,The state of New Jersey passed legislation that will require K-12 students to be educated on the subject of media literacy. Governor Phil Murphy signed the legislation into law on Jan. 4 of this,2023-01-26T03:34:00.0000000Z
133,Social Media,K-12 AND (schools OR education),Bing News API,NewsArticle,Daily Targum,New Jersey to add media literacy curriculum in K-12 schools,"Gov. Phil Murphy (D-N.J.) signed legislation making New Jersey the first state to require K-12 schools to teach skills that will improve media literacy and students’ ability to decipher between accurate and false information,",2023-01-27T05:16:00.0000000Z
134,Social Media,K-12 AND (schools OR education),Bing News API,NewsArticle,Nextgov,CISA Releases Guide to Help Safeguard K-12 Schools from Cyber Threats,"CISA’s report, which was mandated by the K-12 Cybersecurity Act of 2021, outlined a variety of steps that primary and secondary schools can take to bolster their cyber defenses.",2023-01-24T20:52:00.0000000Z
135,Social Media,K-12 AND (schools OR education),Bing News API,NewsArticle,Tennessean,Conservative media group goes undercover in search of CRT in Cincinnati-area schools,Members of the latter group have sought to prove the theory's influence in education over the ... Accuracy in Media is the one playing tricks. The organization came to Cincinnati Public Schools' social studies curriculum manager David Traubert posing ...,2023-01-31T18:06:00.0000000Z
136,Social Media,K-12 AND (schools OR education),Bing News API,NewsArticle,WXYZ,Media literacy helps students think critically about the news,Some states have implemented laws requiring news literacy classes in schools. How are teachers are bringing those lessons to the classroom?,2023-01-26T20:39:00.0000000Z
137,Social Media,K-12 AND (schools OR education),Bing News API,NewsArticle,Daily Camera,Editorial: We need a functioning democracy. Teaching media literacy can help.,Teaching media literacy is one way to not only inoculate future generations from falling for misinformation but to also help solve the problems left behind by today’s leaders.,2023-01-24T12:00:00.0000000Z
138,Social Media,K-12 AND (schools OR education),Bing News API,NewsArticle,alleywatch.com,Gipper Raises $8.6M to Allows Athletic Programs to Bring Their A Game When it Comes to Social Media,"Athletes and sports programs are now more concentrated on building monetizable brands and social media is a key distribution channel for this growth. The wave of interest hasn’t just been focused on collegiate athletics,",2023-01-26T12:03:00.0000000Z
139,Tablet OR iPad OR iPhone OR smart phone,child development,Bing News API,NewsArticle,Snopes.com,Breaking Down the Project Veritas Video About Pfizer Purportedly Exploring 'Mutating' COVID-19,The title visible on the screen identified him as purportedly being Pfizer's director of research and development for strategic operations ... Assaults James O'Keefe & Veritas Staff; Destroys iPad Showing Undercover Recordings About 'Mutating' Covid ...,2023-01-31T20:40:00.0000000Z
140,Tablet OR iPad OR iPhone OR smart phone,child development,Bing News API,NewsArticle,BGR,"Twitter is developing a payments feature, they should call it X and crush PayPal",Elon Musk's Twitter reportedly wants to become a payments platform. It's already working on software and seeking regulatory approvals.,2023-01-31T21:07:00.0000000Z
141,Tablet OR iPad OR iPhone OR smart phone,child development,Bing News API,NewsArticle,Forbes,"‘Mascara,’ ‘Unalive,’ ‘Corn’: What Common Social Media Algospeak Words Actually Mean",As content creators change words to work around content moderation algorithms some words get lost in translation,2023-01-31T19:35:00.0000000Z
142,Tablet OR iPad OR iPhone OR smart phone,child development,Bing News API,NewsArticle,BGR,Sony WH-1000XM5 headphones review: The best in the biz,"Sony has long offered some of the best wireless noise-cancelling headphones out there, and the Sony WH-1000XM5 headphones prove why.",2023-01-31T19:45:00.0000000Z
143,Tablet OR iPad OR iPhone OR smart phone,child development,Bing News API,NewsArticle,The Motley Fool,7 February Can't-Miss Deals at Sam's Club,Sam's Club offers instant savings deals for a three- to four-week period. Here are some of the best offers for February.,2023-01-31T21:05:00.0000000Z
144,Tablet OR iPad OR iPhone OR smart phone,child development,Bing News API,NewsArticle,MarketWatch on MSN.com,"The world is buying fewer devices, and inventories for PCs, phones and tablets are building","PCs, tablets, and mobile phones --- are expected to decline for a second year in a row, according to one firm that tracks the industry.",2023-01-31T20:48:00.0000000Z
145,Tablet OR iPad OR iPhone OR smart phone,child development,Bing News API,NewsArticle,CBS News,Walmart flash deal: Save on this LG 4K smart TV before the big game,"The Echelon sport exercise rower features 32 levels of magnetic resistance and a built-in tablet holder (up to 12.9 inches ... and view the ambient grill temp gauge right from your phone. ""The smart device is super easy to use. Connect with the Kenmore ...",2023-01-31T20:12:00.0000000Z
146,Tablet OR iPad OR iPhone OR smart phone,child development,Bing News API,NewsArticle,Los Angeles Daily News,Gangs fill the void as Haiti’s democracy crumbles,Cherizier walked through piles of trash and past malnourished children touting an iPhone with a photo of his face on the back. A drone belonging to his team monitoring his security follows him as he weaves through rows of packed homes made of metal sheets ...,2023-01-31T21:14:00.0000000Z
147,Tablet OR iPad OR iPhone OR smart phone,child development,Bing News API,NewsArticle,The Verge,Apple’s new HomePod plays it safe,"Apple’s “all-new” HomePod speaker is more of a do-over than a successor. Unlike when it introduces a new iPhone or Mac, there are zero references to the original HomePod in any of Apple’s marketing materials.",2023-01-31T18:00:00.0000000Z
148,Tablet OR iPad OR iPhone OR smart phone,child development,Bing News API,NewsArticle,Associated Press,"In Haiti, gangs take control as democracy withers","Jimmy Cherizier zips through Haiti’s capital on the back of a motorcycle, flanked by young men wielding black and leopard print masks and automatic weapons. As the pack of bikes flies by graffiti reading “Mafia boss” in Creole,",2023-01-31T20:47:00.0000000Z
149,Tablet OR iPad OR iPhone OR smart phone,teen impact,Bing News API,NewsArticle,Snopes.com,Breaking Down the Project Veritas Video About Pfizer Purportedly Exploring 'Mutating' COVID-19,"The tweet's caption read, ""SHOCKING: Pfizer Director Physically Assaults James O'Keefe & Veritas Staff; Destroys iPad Showing Undercover Recordings About 'Mutating' Covid Virus; NYPD RESPONDS!"" At one point during the encounter, which involved pushing and ...",2023-01-31T20:40:00.0000000Z
150,Tablet OR iPad OR iPhone OR smart phone,teen impact,Bing News API,NewsArticle,Forbes,"‘Mascara,’ ‘Unalive,’ ‘Corn’: What Common Social Media Algospeak Words Actually Mean",As content creators change words to work around content moderation algorithms some words get lost in translation,2023-01-31T19:35:00.0000000Z
151,Tablet OR iPad OR iPhone OR smart phone,teen impact,Bing News API,NewsArticle,BGR,"Twitter is developing a payments feature, they should call it X and crush PayPal",Elon Musk's Twitter reportedly wants to become a payments platform. It's already working on software and seeking regulatory approvals.,2023-01-31T21:07:00.0000000Z
152,Tablet OR iPad OR iPhone OR smart phone,teen impact,Bing News API,NewsArticle,CNET on MSN.com,11 Hidden iOS 16 Features That Will Make Using Your iPhone So Much Better,"You might be happy with everything your iPhone can do, but if you're running iOS 16, your phone is more powerful than you might think. Underneath all the major new features, like unsending text messages and a revamped lock screen,",2023-01-31T21:17:35.0000000Z
153,Tablet OR iPad OR iPhone OR smart phone,teen impact,Bing News API,NewsArticle,MarketWatch on MSN.com,"The world is buying fewer devices, and inventories for PCs, phones and tablets are building","PCs, tablets, and mobile phones --- are expected to decline for a second year in a row, according to one firm that tracks the industry.",2023-01-31T20:48:00.0000000Z
154,Tablet OR iPad OR iPhone OR smart phone,teen impact,Bing News API,NewsArticle,CBS News,Walmart flash deal: Save on this LG 4K smart TV before the big game,"The Echelon sport exercise rower features 32 levels of magnetic resistance and a built-in tablet holder (up to 12.9 inches ... and view the ambient grill temp gauge right from your phone. ""The smart device is super easy to use. Connect with the Kenmore ...",2023-01-31T20:12:00.0000000Z
155,Tablet OR iPad OR iPhone OR smart phone,teen impact,Bing News API,NewsArticle,The Verge,Apple’s new HomePod plays it safe,"Apple’s “all-new” HomePod speaker is more of a do-over than a successor. Unlike when it introduces a new iPhone or Mac, there are zero references to the original HomePod in any of Apple’s marketing materials.",2023-01-31T18:00:00.0000000Z
156,Tablet OR iPad OR iPhone OR smart phone,teen impact,Bing News API,NewsArticle,Los Angeles Daily News,Gangs fill the void as Haiti’s democracy crumbles,Cherizier walked through piles of trash and past malnourished children touting an iPhone with a photo of his face on the back. A drone belonging to his team monitoring his security follows him as he weaves through rows of packed homes made of metal sheets ...,2023-01-31T21:14:00.0000000Z
157,Tablet OR iPad OR iPhone OR smart phone,teen impact,Bing News API,NewsArticle,Yahoo,Missing Ending Explained: What Really Happened To Grace Allen?,"Using the smart watch she found, June is able to log into WhatsApp ... June remembers that she left her iPhone in front of her laptop, which was open and logged into James’ audio and video security system when she was kidnapped. She calls to Siri and ...",2023-01-31T21:22:00.0000000Z
158,Tablet OR iPad OR iPhone OR smart phone,teen impact,Bing News API,NewsArticle,Associated Press,"In Haiti, gangs take control as democracy withers","Jimmy Cherizier zips through Haiti’s capital on the back of a motorcycle, flanked by young men wielding black and leopard print masks and automatic weapons. As the pack of bikes flies by graffiti reading “Mafia boss” in Creole,",2023-01-31T20:47:00.0000000Z
159,Tablet OR iPad OR iPhone OR smart phone,mental health,Bing News API,NewsArticle,Android Authority,Apple M1 vs M2 chips: How do they compare?,"Apple's M2 chip powers the Mac Mini and a number of MacBook models, but is it a big step up vs M1? Let's break it down.",2023-01-31T20:22:00.0000000Z
160,Tablet OR iPad OR iPhone OR smart phone,mental health,Bing News API,NewsArticle,Washington Examiner,Mental health ranks as top concern for parents: Study,"Mental health concerns topped physical threats to children, such as alcohol/drugs, teenage pregnancy, and getting",2023-01-31T20:46:00.0000000Z
161,Tablet OR iPad OR iPhone OR smart phone,mental health,Bing News API,NewsArticle,Snopes.com,Breaking Down the Project Veritas Video About Pfizer Purportedly Exploring 'Mutating' COVID-19,"To be clear, the U.S. Centers for Disease Control and Prevention (CDC) and the World Health Organization (WHO ... Pfizer Director Physically Assaults James O'Keefe & Veritas Staff; Destroys iPad Showing Undercover Recordings About 'Mutating' Covid Virus ...",2023-01-31T20:40:00.0000000Z
162,Tablet OR iPad OR iPhone OR smart phone,mental health,Bing News API,NewsArticle,Forbes,"‘Mascara,’ ‘Unalive,’ ‘Corn’: What Common Social Media Algospeak Words Actually Mean",As content creators change words to work around content moderation algorithms some words get lost in translation,2023-01-31T19:35:00.0000000Z
163,Tablet OR iPad OR iPhone OR smart phone,mental health,Bing News API,NewsArticle,BGR,"Twitter is developing a payments feature, they should call it X and crush PayPal",Elon Musk's Twitter reportedly wants to become a payments platform. It's already working on software and seeking regulatory approvals.,2023-01-31T21:07:00.0000000Z
164,Tablet OR iPad OR iPhone OR smart phone,mental health,Bing News API,NewsArticle,BGR,Sony WH-1000XM5 headphones review: The best in the biz,"Sony has long offered some of the best wireless noise-cancelling headphones out there, and the Sony WH-1000XM5 headphones prove why.",2023-01-31T19:45:00.0000000Z
165,Tablet OR iPad OR iPhone OR smart phone,mental health,Bing News API,NewsArticle,MarketWatch on MSN.com,"The world is buying fewer devices, and inventories for PCs, phones and tablets are building","PCs, tablets, and mobile phones --- are expected to decline for a second year in a row, according to one firm that tracks the industry.",2023-01-31T20:48:00.0000000Z
166,Tablet OR iPad OR iPhone OR smart phone,mental health,Bing News API,NewsArticle,CBS News,Walmart flash deal: Save on this LG 4K smart TV before the big game,"The smartwatch offers a 40mm screen and boasts a wide range of health and fitness features. It can also be used to play music, check your tests and make calls when paired with your iPhone ... gauge right from your phone. ""The smart device is super easy ...",2023-01-31T20:12:00.0000000Z
167,Tablet OR iPad OR iPhone OR smart phone,mental health,Bing News API,NewsArticle,Los Angeles Daily News,Gangs fill the void as Haiti’s democracy crumbles,"Cherizier walked through piles of trash and past malnourished children touting an iPhone with a photo of his face on the ... worried for her daughter’s health. At the same time, Sainteluz and her husband feared their kids could get kidnapped on the ...",2023-01-31T21:14:00.0000000Z
168,Tablet OR iPad OR iPhone OR smart phone,mental health,Bing News API,NewsArticle,Associated Press,"In Haiti, gangs take control as democracy withers","Jimmy Cherizier zips through Haiti’s capital on the back of a motorcycle, flanked by young men wielding black and leopard print masks and automatic weapons. As the pack of bikes flies by graffiti reading “Mafia boss” in Creole,",2023-01-31T20:47:00.0000000Z
169,Tablet OR iPad OR iPhone OR smart phone,parenting impact,Bing News API,NewsArticle,Snopes.com,Breaking Down the Project Veritas Video About Pfizer Purportedly Exploring 'Mutating' COVID-19,"The tweet's caption read, ""SHOCKING: Pfizer Director Physically Assaults James O'Keefe & Veritas Staff; Destroys iPad Showing Undercover Recordings About 'Mutating' Covid Virus; NYPD RESPONDS!"" At one point during the encounter, which involved pushing and ...",2023-01-31T20:40:00.0000000Z
170,Tablet OR iPad OR iPhone OR smart phone,parenting impact,Bing News API,NewsArticle,Forbes,"‘Mascara,’ ‘Unalive,’ ‘Corn’: What Common Social Media Algospeak Words Actually Mean",As content creators change words to work around content moderation algorithms some words get lost in translation,2023-01-31T19:35:00.0000000Z
171,Tablet OR iPad OR iPhone OR smart phone,parenting impact,Bing News API,NewsArticle,CNET on MSN.com,11 Hidden iOS 16 Features That Will Make Using Your iPhone So Much Better,"You might be happy with everything your iPhone can do, but if you're running iOS 16, your phone is more powerful than you might think. Underneath all the major new features, like unsending text messages and a revamped lock screen,",2023-01-31T21:17:35.0000000Z
172,Tablet OR iPad OR iPhone OR smart phone,parenting impact,Bing News API,NewsArticle,BGR,"Twitter is developing a payments feature, they should call it X and crush PayPal",Elon Musk's Twitter reportedly wants to become a payments platform. It's already working on software and seeking regulatory approvals.,2023-01-31T21:07:00.0000000Z
173,Tablet OR iPad OR iPhone OR smart phone,parenting impact,Bing News API,NewsArticle,BGR,Sony WH-1000XM5 headphones review: The best in the biz,"Sony has long offered some of the best wireless noise-cancelling headphones out there, and the Sony WH-1000XM5 headphones prove why.",2023-01-31T19:45:00.0000000Z
174,Tablet OR iPad OR iPhone OR smart phone,parenting impact,Bing News API,NewsArticle,MarketWatch on MSN.com,"The world is buying fewer devices, and inventories for PCs, phones and tablets are building","PCs, tablets, and mobile phones --- are expected to decline for a second year in a row, according to one firm that tracks the industry.",2023-01-31T20:48:00.0000000Z
175,Tablet OR iPad OR iPhone OR smart phone,parenting impact,Bing News API,NewsArticle,CBS News,Walmart flash deal: Save on this LG 4K smart TV before the big game,"The Echelon sport exercise rower features 32 levels of magnetic resistance and a built-in tablet holder (up to 12.9 inches ... and view the ambient grill temp gauge right from your phone. ""The smart device is super easy to use. Connect with the Kenmore ...",2023-01-31T20:12:00.0000000Z
176,Tablet OR iPad OR iPhone OR smart phone,parenting impact,Bing News API,NewsArticle,The Verge,Apple’s new HomePod plays it safe,"Apple’s “all-new” HomePod speaker is more of a do-over than a successor. Unlike when it introduces a new iPhone or Mac, there are zero references to the original HomePod in any of Apple’s marketing materials.",2023-01-31T18:00:00.0000000Z
177,Tablet OR iPad OR iPhone OR smart phone,parenting impact,Bing News API,NewsArticle,Los Angeles Daily News,Gangs fill the void as Haiti’s democracy crumbles,Cherizier walked through piles of trash and past malnourished children touting an iPhone with a photo of his face on the back. A drone belonging to his team monitoring his security follows him as he weaves through rows of packed homes made of metal sheets ...,2023-01-31T21:14:00.0000000Z
178,Tablet OR iPad OR iPhone OR smart phone,parenting impact,Bing News API,NewsArticle,Yahoo,Missing Ending Explained: What Really Happened To Grace Allen?,"Using the smart watch she found, June is able to log into WhatsApp ... June remembers that she left her iPhone in front of her laptop, which was open and logged into James’ audio and video security system when she was kidnapped. She calls to Siri and ...",2023-01-31T21:22:00.0000000Z
179,Tablet OR iPad OR iPhone OR smart phone,K-12 AND (schools OR education),Bing News API,NewsArticle,Snopes.com,Breaking Down the Project Veritas Video About Pfizer Purportedly Exploring 'Mutating' COVID-19,"The tweet's caption read, ""SHOCKING: Pfizer Director Physically Assaults James O'Keefe & Veritas Staff; Destroys iPad Showing Undercover Recordings About 'Mutating' Covid Virus; NYPD RESPONDS!"" At one point during the encounter, which involved pushing and ...",2023-01-31T20:40:00.0000000Z
180,Tablet OR iPad OR iPhone OR smart phone,K-12 AND (schools OR education),Bing News API,NewsArticle,Forbes,"‘Mascara,’ ‘Unalive,’ ‘Corn’: What Common Social Media Algospeak Words Actually Mean",As content creators change words to work around content moderation algorithms some words get lost in translation,2023-01-31T19:35:00.0000000Z
181,Tablet OR iPad OR iPhone OR smart phone,K-12 AND (schools OR education),Bing News API,NewsArticle,BGR,"Twitter is developing a payments feature, they should call it X and crush PayPal",Elon Musk's Twitter reportedly wants to become a payments platform. It's already working on software and seeking regulatory approvals.,2023-01-31T21:07:00.0000000Z
182,Tablet OR iPad OR iPhone OR smart phone,K-12 AND (schools OR education),Bing News API,NewsArticle,CNET on MSN.com,11 Hidden iOS 16 Features That Will Make Using Your iPhone So Much Better,"You might be happy with everything your iPhone can do, but if you're running iOS 16, your phone is more powerful than you might think. Underneath all the major new features, like unsending text messages and a revamped lock screen,",2023-01-31T21:17:35.0000000Z
183,Tablet OR iPad OR iPhone OR smart phone,K-12 AND (schools OR education),Bing News API,NewsArticle,CBS News,Walmart flash deal: Save on this LG 4K smart TV before the big game,"The Echelon sport exercise rower features 32 levels of magnetic resistance and a built-in tablet holder (up to 12.9 inches ... and view the ambient grill temp gauge right from your phone. ""The smart device is super easy to use. Connect with the Kenmore ...",2023-01-31T20:12:00.0000000Z
184,Tablet OR iPad OR iPhone OR smart phone,K-12 AND (schools OR education),Bing News API,NewsArticle,MarketWatch on MSN.com,"The world is buying fewer devices, and inventories for PCs, phones and tablets are building","PCs, tablets, and mobile phones --- are expected to decline for a second year in a row, according to one firm that tracks the industry.",2023-01-31T20:48:00.0000000Z
185,Tablet OR iPad OR iPhone OR smart phone,K-12 AND (schools OR education),Bing News API,NewsArticle,Yahoo,Missing Ending Explained: What Really Happened To Grace Allen?,"Using the smart watch she found, June is able to log into WhatsApp ... June remembers that she left her iPhone in front of her laptop, which was open and logged into James’ audio and video security system when she was kidnapped. She calls to Siri and ...",2023-01-31T21:22:00.0000000Z
186,Tablet OR iPad OR iPhone OR smart phone,K-12 AND (schools OR education),Bing News API,NewsArticle,Associated Press,"In Haiti, gangs take control as democracy withers","Jimmy Cherizier zips through Haiti’s capital on the back of a motorcycle, flanked by young men wielding black and leopard print masks and automatic weapons. As the pack of bikes flies by graffiti reading “Mafia boss” in Creole,",2023-01-31T20:47:00.0000000Z
