Tech Source,Tech Relation,API Source,Source Name,Title,Author,Label,Source Description,Source Content,Publish Date
technology,(K-12 OR schools),NewsAPI,Yahoo Entertainment,Arizona's Second Largest School District Honored for Use of Augmented and Virtual Reality in STEM,PR Newswire,Education,"Because of its long successful implementation of augmented and virtual reality technology (AR/VR) in Arizona elementary schools, zSpace, Inc., a Silicon...","Chandler Unified School District Incorporates zSpace in STEM Program, Honored with ""District of Distinction"" Award
CHANDLER, Ariz., Jan. 23, 2023 /PRNewswire/ -- Because of its long successful imple… [+3573 chars]",2023-01-23T13:09:00Z
technology,(K-12 OR schools),NewsAPI,TechSpot,ChatGPT used to create fairly complex malicious code,Alfonso Maruccia,Education,"While New York City schools have decided to ban ChatGPT from their network and devices, the internet criminal underground is looking into adopting the new technology to create malware faster. The machine learning-based chatbot was designed to interact in a co…","A hot potato: Despite being just a beta release, ChatGPT is already showing impressive capabilities to the entire spectrum of internet communities, including underground forums, where seasoned cyber-… [+2638 chars]",2023-01-09T13:20:00Z
technology,(K-12 OR schools),NewsAPI,Securityweek.com,Iowa's Largest City Cancels Classes Due to Cyber Attack,Associated Press,Education,"Iowa’s largest school district cancelled classes for Tuesday after determining there was a cyber attack on its technology network.
Des Moines Public Schools announced Monday that classes would be cancelled for its 33,000 students after being “alerted to a cyb…","Iowas largest school district cancelled classes for Tuesday after determining there was a cyber attack on its technology network.
Des Moines Public Schools announced Monday that classes would be can… [+1117 chars]",2023-01-10T12:40:03Z
technology,(K-12 OR schools),NewsAPI,GeekWire,Seattle Public Schools bans ChatGPT; district ‘requires original thought and work from students’,Taylor Soper,Education,"Seattle Public Schools is joining a growing number of school districts banning ChatGPT, the natural language chatbot from OpenAI that has sparked widespread attention in recent weeks. ChatGPT has garnered praise for its ability to quickly answer complex queri…","(Bigstock Photo)
Seattle Public Schools is joining a growing number of school districts banning ChatGPT, the natural language chatbot from OpenAI that has sparked widespread attention in recent week… [+2255 chars]",2023-01-16T21:25:10Z
technology,(K-12 OR schools),NewsAPI,Relevantmagazine.com,"ChatGPT CEO Isn’t Worried About Schools’ Concerns, Says ‘We Adapted to Calculators’",RELEVANT Staff,Education,"As the world becomes increasingly dependent on technology, it’s no surprise that artificial intelligence is making its way into the classroom. With this new integration comes new concerns, particularly around plagiarism and cheating. But Sam Altman, CEO of Op…","As the world becomes increasingly dependent on technology, it’s no surprise that artificial intelligence is making its way into the classroom. With this new integration comes new concerns, particular… [+2155 chars]",2023-01-25T17:01:17Z
technology,(K-12 OR schools),NewsAPI,Thisisgoingtobebig.com,NYC Public Schools' Move to Ban ChatGPT Exposes Adults' Failures to Teach Healthy and Responsible Technology Usage,Charlie O'Donnell,Education,"Prompt: “A Cartoon Teacher being crushed by the weight of society’s problems” - Stable Diffusion 2.1

 

 
 
 
 

 
 


 




This past Tuesday, New York City's Department of Education announced a ban on the popular chatbot ChatGPT from its schools' devices…","I didnt think kids could have phones on during tests, but not having a school-aged child, I decided to look it up. I was blown away by what I found: Every single NYC public school has its own individ… [+5561 chars]",2023-01-09T02:08:00Z
technology,(K-12 OR schools),NewsAPI,Business Wire,Greenlight Reinvents Financial Education with Level Up — a Gamified Financial Literacy Curriculum for Kids and Teens,,Parenting,"ATLANTA--(BUSINESS WIRE)--Greenlight® Financial Technology, Inc. (""Greenlight""), the fintech company on a mission to help parents raise financially-smart, independent kids, today announced the launch of Greenlight Level Up™, an interactive, curriculum-based f…","ATLANTA--(BUSINESS WIRE)--Greenlight® Financial Technology, Inc. (""Greenlight""), the fintech company on a mission to help parents raise financially-smart, independent kids, today announced the launch… [+5509 chars]",2023-01-06T14:10:20Z
technology,(K-12 OR schools),NewsAPI,ABC News (AU),"Phones banned at SA schools, but ChatGPT allowed",Evelyn Manfield and Stacey Pestrin,Education,"South Australia public high schools will begin introducing mobile phone bans from tomorrow. But while phones are being switched off, students will be allowed to use artificial technology such as ChatGPT.","South Australian students will begin returning to school tomorrow, but for many the first day of school will also be the first without their mobile phone.
Key points:
<ul><li>Mobile phones are bann… [+4257 chars]",2023-01-29T05:35:38Z
technology,(K-12 OR schools),NewsAPI,Business Wire,Prisms VR Raises $12.5 M Series A Funding From Andreessen Horowitz To Accelerate Math Literacy,,Education,"SAN FRANCISCO--(BUSINESS WIRE)--Prisms VR, a learning platform pioneering a new paradigm for math education, raised $12.5 million in a Series A round from Andreessen Horowitz to accelerate math literacy throughout the U.S. Prisms launched in 2021 to bring pro…","SAN FRANCISCO--(BUSINESS WIRE)--Prisms VR, a learning platform pioneering a new paradigm for math education, raised $12.5 million in a Series A round from Andreessen Horowitz to accelerate math liter… [+3487 chars]",2023-01-30T14:40:53Z
technology,(K-12 OR schools),NewsAPI,Edsurge.com,"Before Using Augmented and Virtual Reality Tools, Teachers Should Develop a Plan",Jaime Donally,Education,"As an early adopter and enthusiast for immersive technology in schools, I’ve had the opportunity to share ways to use augmented and virtual reality to ...","As an early adopter and enthusiast for immersive technology in schools, Ive had the opportunity to share ways to use augmented and virtual reality to transform learning with educators around the worl… [+7789 chars]",2023-01-20T09:00:00Z
technology,(K-12 OR schools),NewsAPI,Assortedstuff.com,Playing Whack-a-Mole With Technology,,Education,"Tim Stahmer, 
Assorted Stuff, 
Jan 05, 2023


 
 
I wonder what message schools are sending to students when they respond to a challenge simply by banning technology. I know that similar efforts to ban calculators when I was young was met with a very sceptic…","A few more bits of information and random thoughts about ChatGPT, the newest head to pop up in our ongoing game of technology-threats-to-education Whack-a-Mole.
First, some basic info about the comp… [+4126 chars]",2023-01-05T18:37:00Z
technology,(K-12 OR schools),NewsAPI,Axios,OpenAI releases tool to detect machine-written text,Ina Fried,Education,"ChatGPT creator OpenAI today released a free web-based tool designed to help educators and others figure out if a particular chunk of text was written by a human or a machine.Yes, but: OpenAI cautions the tool is imperfect and performance varies based on how …","ChatGPT creator OpenAI today released a free web-based tool designed to help educators and others figure out if a particular chunk of text was written by a human or a machine.
Yes, but: OpenAI cauti… [+1615 chars]",2023-01-31T18:00:23Z
technology,(K-12 OR schools),NewsAPI,GlobeNewswire,"Global Digital Educational Publishing Market Expected to Accumulate a Revenue of $27,891.5 Million by 2027, Growing at a Healthy CAGR of 17.0% [158-Pages] | Released by Research Dive",Research Dive,Education,"The global digital educational publishing market is anticipated to grow tremendously by 2027, mainly due to the increasing usage of smartphones globally. Also, the increasing shift of schools and educational institutions to advanced smart technology is expect…","New York, USA, Jan. 04, 2023 (GLOBE NEWSWIRE) -- According to the latest report published by Research Dive, the global digital educational publishing market
 is anticipated to rise at a stable CAGR … [+4740 chars]",2023-01-04T14:02:00Z
technology,(K-12 OR schools),NewsAPI,VOA News,"As Children in US Study Online, Apps Watch Their Every Move",webdesk@voanews.com (Thomson Reuters Foundation),Education,"For New York teacher Michael Flanagan, the pandemic was a crash course in new technology — rushing out laptops to stay-at-home students and shifting hectic school life online.


Students are long back at school, but the technology has lived on, and with it ha…","Washington  For New York teacher Michael Flanagan, the pandemic was a crash course in new technology rushing out laptops to stay-at-home students and shifting hectic school life online.
Students are… [+6328 chars]",2023-01-29T08:00:46Z
technology,(K-12 OR schools),NewsAPI,Business Insider,Here are the schools and colleges that have banned the use of ChatGPT over plagiarism and misinformation fears,bnolan@insider.com (Beatrice Nolan),Education,"Several school districts in the US, as well as several international universities, are refusing to allow students to use the technology.","Schools are taking steps to stop students from using OpenAI's ChatGPT to cheat.
Earlier this month, the New York City Department of Education blocked the chatbot from school networks and devices acr… [+1767 chars]",2023-01-30T13:08:38Z
technology,(K-12 OR schools),NewsAPI,GlobeNewswire,Lightspeed Systems Announces Lightspeed Digital Insight to Provide K-12 Districts with Unparalleled Visibility and Control of Apps,Lightspeed Systems,Education,"Austin, TX, Jan. 19, 2023 (GLOBE NEWSWIRE) -- Today Lightspeed Systems, the leader in technology for safe, secure and equitable education, announced the launch of Lightspeed Digital Insight. This powerful tool provides K-12 districts with unparalleled visibil…","Austin, TX, Jan. 19, 2023 (GLOBE NEWSWIRE) -- Today Lightspeed Systems, the leader in technology for safe, secure and equitable education, announced the launch of Lightspeed Digital Insight. This pow… [+2793 chars]",2023-01-19T15:10:00Z
technology,(K-12 OR schools),NewsAPI,Toronto Star,ChatGPT is a pretty good student: Why schools need to figure out this AI technology fast,Janet Hurley - Senior Writer,Education,It can quickly spew out a B-level essay. But will it spark a rise in cheating? Educators are scrambling to decide whether to ban the tool or embrace it.,It can write a decent essay or solve homework questions in seconds. It can spit out code to find all prime numbers between one and 100 or provide an eerily humanlike explanation of the thematic impor… [+16234 chars],2023-01-21T17:00:00Z
technology,(K-12 OR schools),NewsAPI,GlobeNewswire,WyHy Credit Union Sponsors Student Financial Education Program Through Stukent,WyHy FCU,Education,"CHEYENNE, Wyo., Jan. 02, 2023 (GLOBE NEWSWIRE) -- WyHy Credit Union, headquartered in Cheyenne, announced a partnership with Stukent, an education, and digital courseware company, in order to bring a state-of-the-art financial simulator to high schools across…","CHEYENNE, Wyo., Jan. 02, 2023 (GLOBE NEWSWIRE) -- WyHy Credit Union, headquartered in Cheyenne, announced a partnership with Stukent, an education, and digital courseware company, in order to bring a… [+1611 chars]",2023-01-02T14:00:00Z
technology,(K-12 OR schools),NewsAPI,Plos.org,The educational effects of emergency remote teaching practices—The case of covid-19 school closure in Italy,"Alice Bertoletti, Mara Soncin, Marta Cannistrà, Tommaso Agasisti",Education,"The disruption caused by the Covid-19 pandemic generated an unprecedented situation, in which digital learning, in the form of Emergency Remote Teaching, was the only possible form of schooling. Italy soon decided to close schools as a measure to counter the …","Abstract
The disruption caused by the Covid-19 pandemic generated an unprecedented situation, in which digital learning, in the form of Emergency Remote Teaching, was the only possible form of schoo… [+53793 chars]",2023-01-25T14:00:00Z
technology,(K-12 OR schools),NewsAPI,Biztoc.com,A college student aims to save us from a chatbot before it changes writing forever,npr.org,Education,"A college student aims to save us from a chatbot before it changes writing forever Edward Tian, 22, used his winter break to create an app that helps teachers detect AI-generated essays. It comes at a time when schools are growing more concerned about the use…","A college student aims to save us from a chatbot before it changes writing foreverEdward Tian, 22, used his winter break to create an app that helps teachers detect AI-generated essays. It comes at a… [+138 chars]",2023-01-20T10:28:03Z
technology,(K-12 OR schools),NewsAPI,Biztoc.com,Educators worry about students using artificial intelligence to cheat,pbs.org,Education,"Earlier this month, New York City public schools blocked access to the popular artificial intelligence tool ChatGPT. Educators are concerned that students could use this technology to write papers – the tool wasn't even a month old when a college professor in…","Earlier this month, New York City public schools blocked access to the popular artificial intelligence tool ChatGPT. Educators are concerned that students could use this technology to write papers th… [+288 chars]",2023-01-14T22:52:06Z
technology,(K-12 OR schools),NewsAPI,WGN TV Chicago,"With ChatGPT rising in popularity, what's a parent to do?",Lexi Lonas,Education,"The new AI technology has become so popular that some schools have banned it as it makes its way into the lives of K-12 and college students around the U.S. It has made headlines for its humanlike and unique responses to questions, which sparked concern among…","(The Hill) Parents have a new platform to contend with in the battle to keep up with the ever-growing technological advances in their childrens lives: ChatGPT. 
The new AI technology has become so p… [+5134 chars]",2023-01-29T16:13:22Z
technology,(K-12 OR schools),NewsAPI,Biztoc.com,New York City schools ban use of ChatGPT — becoming first US district to block AI technology as concern over cheating and plagiarism mounts,businessinsider.com,Education,Students and teachers in NYC will no longer be able to access ChatGPT on school networks and devices. Andrea Obzerova/Getty Images The NYC Department of Education is banning the use of ChatGPT on its networks and devices. Educators around the country have rai…,Students and teachers in NYC will no longer be able to access ChatGPT on school networks and devices.Andrea Obzerova/Getty ImagesThe NYC Department of Education is banning the use of ChatGPT on its n… [+456 chars],2023-01-06T18:46:11Z
technology,(K-12 OR schools),NewsAPI,Axios,Social media's effects on teen mental health comes into focus,Jennifer A. Kingson,Mental Health,"Experts are increasingly warning of a connection between heavy social media use and mental health issues in children — a hot topic now driving major lawsuits against tech giants. Why it matters: Seattle Public Schools' recently filed lawsuit against TikTok, M…","Experts are increasingly warning of a connection between heavy social media use and mental health issues in children a hot topic now driving major lawsuits against tech giants. 
Why it matters: Seat… [+4637 chars]",2023-01-11T10:45:34Z
video Games,children,NewsAPI,Engadget,Verizon's new kids’ smartwatch has a camera to let kids video call their parents,Will Shanklin,Parenting,Verizon has announced the latest model in its kids’ line of cellular-connected smartwatches. The Gizmo Watch 3 is a $150 children’s wearable that gives them basic smart features while allowing their parents or caregivers to keep tabs on their location.The new…,Verizon has announced the latest model in its kids line of cellular-connected smartwatches. The Gizmo Watch 3 is a $150 childrens wearable that gives them basic smart features while allowing their pa… [+1502 chars],2023-01-03T20:01:48Z
video Games,children,NewsAPI,/FILM,The 13 Best Tom Kenny Roles That Aren't SpongeBob SquarePants,Larry Fried,In Society,"Tom Kenny has been delighting children for decades as America's favorite undersea fry cook, SpongeBob SquarePants. It's an iconic character that has become a pop culture institution, but many fans may not know that Kenny himself is a beloved voice actor beyon…","There are few fictional worlds that remain as effortlessly wholesome as A. A. Milne's ""Winnie-the-Pooh"" series. Originally published in 1926, his adorable characters retain a sincere purity that, to … [+1379 chars]",2023-01-28T20:15:55Z
video Games,children,NewsAPI,AndroidGuys,Verizon Gizmo Watch 3 brings the fun and helps keep your children safe,Abhinav Fating,In Society,"Verizon unveils its new Gizmo Watch 3 kid-friendly smartwatch, which brings solid features at an affordable price. The successor to the Gizmo Watch 2 comes with more notable improvements which provide a safe smartwatch experience for kids.

The third genera…","Verizon unveils its new Gizmo Watch 3 kid-friendly smartwatch, which brings solid features at an affordable price. The successor to the Gizmo Watch 2 comes with more notable improvements which provid… [+2338 chars]",2023-01-10T17:50:11Z
video Games,children,NewsAPI,We Live Security,5 valuable skills your children can learn by playing video games,André Lameiras,Education,"Gaming can help your children build and sharpen a range of life skills that will stand them in good stead in the future
The post 5 valuable skills your children can learn by playing video games appeared first on WeLiveSecurity","Gaming can help your children build and sharpen a range of life skills that will stand them in good stead in the future
Videogames are now so popular that the number of players worldwide topped 3 bi… [+6335 chars]",2023-01-24T10:30:43Z
video Games,children,NewsAPI,We Live Security,Gaming: How much is too much for our children?,Phil Muncaster,Parenting,"With many children spending a little too much time playing video games, learn to spot the signs things may be spinning out of control
The post Gaming: How much is too much for our children? appeared first on WeLiveSecurity","With many children spending a little too much time playing video games, learn to spot the signs things may be spinning out of control
Across Europe, half of the population aged 6-64 plays video game… [+5432 chars]",2023-01-03T10:30:54Z
video Games,children,NewsAPI,Daily Mail,Cell phone video game helping wean ADHD children off Adderall could be downloadable in US in MONTHS,Caitlin Tilley,Mental Health,"The StarRuckus app uses video-style games to generate ADHD likelihood percentages in under half an hour with 93 percent accuracy, Korean digital therapeutics company eMotiv claims.","A cell phone video game that helps wean ADHD children off Adderall could be downloadable in the US in months  amid an over-prescription crisis of the drug.
StarRuckus, developed by Korean digital th… [+4268 chars]",2023-01-08T22:18:06Z
video Games,children,NewsAPI,Freerepublic.com,"Videogames can potentially trigger cardiac arrest in susceptible children, study finds",ctvnews.ca,Mental Health,"Playing videogames could trigger a potentially fatal cardiac episode in children with existing heart conditions, according to an international study published this week. The study, ""Life-threatening cardiac arrhythmia and sudden death during electronic gaming…","Skip to comments.
Videogames can potentially trigger cardiac arrest in susceptible children, study finds
ctvnews.ca ^Posted on 01/20/2023 4:39:30 PM PST by algore
Playing videogames could trigger … [+7865 chars]",2023-01-21T00:39:30Z
video Games,children,NewsAPI,Slashdot.org,Verizon's new kids’ smartwatch has a camera to let kids video call their parents,feedfeeder,Parenting,Verizon has announced the latest model in its kids’ line of cellular-connected smartwatches. The Gizmo Watch 3 is a $150 children’s wearable that gives them basic smart features while allowing their parents or caregivers to keep tabs on their location. The ne…,Verizon has announced the latest model in its kids’ line of cellular-connected smartwatches. The Gizmo Watch 3 is a $150 children’s wearable that gives them basic smart features while allowing their … [+1512 chars],2023-01-03T20:33:21Z
video Games,children,NewsAPI,Wnd.com,China limiting children to 1 hour of video game time per day,WND News Services,In Society,"(AMERICAN GREATNESS) – China is continuing to enforce harsh restrictions on how much time children can spend playing video games, now preparing to give them just one hour per day. As ABC News reports, China has maintained such restrictions for the last severa…","(AMERICAN GREATNESS) China is continuing to enforce harsh restrictions on how much time children can spend playing video games, now preparing to give them just one hour per day.
As ABC News reports,… [+627 chars]",2023-01-21T21:10:02Z
video Games,teens,NewsAPI,Mirror Online,'Heavy gaming is not linked to mental health issues in the majority of teenagers',mirrornews@mirror.co.uk (Miriam Stoppard),Mental Health,Dr Miriam Stoppard shares reassuring results from Oxford University that suggest spending hours gaming each day does not lead to wellbeing and anxiety problems. But teens who already have mental health issues may turn to video games as a means of escape,"As the parent or grandparent of a teenager, would you ever be convinced that gaming for several hours a day would be completely harmless? 
No, I thought you wouldnt. Well, consider the OxWell Studen… [+2498 chars]",2023-01-30T18:02:59Z
social media,children,NewsAPI,The Guardian,Children disliking how they look is a natural stage of growing up | Letters,Guardian Staff,Mental Health,"Dr Brigid Purcell and Giles Youngs on how unhappiness with one’s appearance as a child predates social mediaThere is nothing new about preteens and teenagers being unhappy about the way they look (Social media triggers children to dislike their own bodies, sa…","There is nothing new about preteens and teenagers being unhappy about the way they look (Social media triggers children to dislike their own bodies, says study, 1 January).
I can clearly recall expe… [+1142 chars]",2023-01-03T18:29:02Z
social media,children,NewsAPI,Slashdot.org,"Social Media Use Is Linked To Brain Changes In Teens, Research Finds",BeauHD,In Society,"An anonymous reader quotes a report from the New York Times: The effect of social media use on children is a fraught area of research, as parents and policymakers try to ascertain the results of a vast experiment already in full swing. Successive studies have…","An anonymous reader quotes a report from the New York Times: The effect of social media use on children is a fraught area of research, as parents and policymakers try to ascertain the results of a va… [+2756 chars]",2023-01-04T13:00:00Z
social media,children,NewsAPI,The Guardian,Parents and teachers: what is being done to educate young people on misogyny at your school?,Guardian community team,In Society,"We want to hear from parents and teachers about what is being done to educate pupils on misogyny in schools The recent arrest of Andrew Tate made many aware of the controversial media personality and self-proclaimed misogynist for the first time. But Tate, an…","The recent arrest of Andrew Tate made many aware of the controversial media personality and self-proclaimed misogynist for the first time. But Tate, and other internet figures promoting misogynistic … [+1374 chars]",2023-01-25T13:27:30Z
social media,children,NewsAPI,Slashdot.org,FBI Probes Snapchat's Role In Fentanyl Poisoning Deaths,BeauHD,In Society,Federal agencies are questioning Snapchat's role in the spread and sale of fentanyl-laced pills in the United States as part of a broader probe into the deadly counterfeit drugs crisis. The Los Angeles Times reports: FBI agents and Justice Department attorney…,FBI agents and Justice Department attorneys are zeroing in on fentanyl poisoning cases where the sales were arranged to young buyers via Snapchat [...]. The agents have interviewed parents of childre… [+2449 chars],2023-01-26T01:00:00Z
social media,children,NewsAPI,DIYphotography,"Seattle schools sue TikTok, Meta, Snapchat, and YouTube over students’ mental health and behavioral issues",Dunja Djudjic,Mental Health,"TikTok, Facebook, Instagram, Snapchat, YouTube; and their parent companies are facing yet another lawsuit over mental health issues in children. This time, it comes from Seattle’s public school district, claiming that apps have had a major role in the “youth …","TikTok, Facebook, Instagram, Snapchat, YouTube; and their parent companies are facing yet another lawsuit over mental health issues in children. This time, it comes from Seattles public school distri… [+2605 chars]",2023-01-10T15:06:16Z
social media,children,NewsAPI,New Atlas,Three-year study suggests social media use could be changing kids' brains,Rich Haridy,Mental Health,A sophisticated new study has tracked the relationship between early teen social media use and changes in their brains over a three-year period. The novel research found more frequent checking of social media was linked with a greater sensitivity to social re…,A sophisticated new study has tracked the relationship between early teen social media use and changes in their brains over a three-year period. The novel research found more frequent checking of soc… [+3886 chars],2023-01-04T01:05:27Z
social media,children,NewsAPI,PC Gamer,Roomba testers found sensitive images uploaded to social media,Hope Corrigan,In Society,The pictures included uncensored images of children on the toilet.,"Robot vacuums have always seemed like helpful, friendly little guys to me, but perhaps that's because I haven't used them much. I love the idea of a little dude who goes around bumping into things an… [+2961 chars]",2023-01-12T01:05:08Z
social media,children,NewsAPI,Telegraph.co.uk,"Quack health tips, toxic masculinity and soft porn: What social media is feeding our children",Harriet Barber,In Society,Exclusive: Telegraph investigation ahead of crucial Online Safety Bill vote reveals children as young as 13 being fed inappropriate content,"Professor David Strain, chair of the British Medical Association Board of Science, said that such content is utter nonsense but the real concern is the mental impact.
Its unlikely that eating a whol… [+2655 chars]",2023-01-14T12:00:00Z
social media,children,NewsAPI,Biztoc.com,Utah lawmakers want to give parents access to their kids' social media accounts,reason.com,In Society,"A pair of bills in Utah would impose draconian requirements on social media platforms in the name of protecting children. Under Senate Bill 152, social media companies would be required to verify the ages of all users from Utah, get parental consent before al…","A pair of bills in Utah would impose draconian requirements on social media platforms in the name of protecting children. Under Senate Bill 152, social media companies would be required to verify the… [+298 chars]",2023-02-01T14:50:12Z
social media,children,NewsAPI,CNN,This may be the only way to stop social media from harming our kids,Opinion by Kara Alaimo,In Society,Tech executives could face the prospect of time behind bars in Britain if they willfully ignore rules designed to protect children online under a proposed amendment to an online safety bill.,"Kara Alaimo, an associate professor of communication at Fairleigh Dickinson University, writes about issues affecting women and social media. Her book, ""This Feed Is on Fire: Why Social Media Is Toxi… [+5360 chars]",2023-01-25T19:47:25Z
social media,children,NewsAPI,Axios,Lawsuit pushes addiction case against social media firms,Ashley Gold,In Society,"A major new federal lawsuit playing out this winter argues that social media platforms are ""defective"" products that can be held legally responsible for harms they cause to younger users.Why it matters: Plaintiffs in the more than 100 cases that have been con…","A major new federal lawsuit playing out this winter argues that social media platforms are ""defective"" products that can be held legally responsible for harms they cause to younger users.
Why it mat… [+4710 chars]",2023-01-11T11:00:53Z
social media,children,NewsAPI,TechSpot,"Seattle schools sue social media companies for causing ""mental health crisis"" among children",Rob Thubron,Mental Health,"The 91-page complaint filed in US district court on Friday claims the social media companies are responsible for worsening the mental health of the children that they target. The tech giants are also blamed for rising rates of anxiety, depression, disordered …","What just happened? The negative impact social media can have on young people's mental health is well documented. Now, Seattle's school district has filed a lawsuit against the companies behind TikTo… [+3192 chars]",2023-01-09T14:43:00Z
social media,children,NewsAPI,FiveThirtyEight,Why ‘Kidfluencers’ Have So Few Protections — Even As Americans Support Regulating The Industry,"Zoha Qamar, 
Zoha Qamar
https://fivethirtyeight.com/contributors/zoha-qamar/
Zoha.Qamar@abc.com",In Society,“Kidfluencers” — children whose social media presence is followed and monetized — are a notable part of the growing business of social media. But this industry lacks protections for the children whose personalities and poses rake in an ever-growing amount of …,"JoJo Siwa, now 19 years old, has racked up billions of views on YouTube for her performances since she was a child.
Kidfluencers children whose social media presence is followed and monetized are a … [+6154 chars]",2023-01-03T16:33:36Z
social media,children,NewsAPI,RT,Social media may alter brains of children – study,RT,Mental Health,"Logging into social media often as a teen may feed a cycle of approval-seeking from peers, new research suggests Read Full Article at RT.com","Habitually checking social media as a young teenager is linked to hypersensitivity to peer feedback and may potentially lead to permanent changes in the brain’s reward and motivation centers, neurosc… [+1882 chars]",2023-01-05T00:11:39Z
social media,children,NewsAPI,Reason,Britain Wants To Jail Social Media Managers Who Don't Censor to the Government's Liking,Scott Shackford,In Society,Tech firm operators may face criminal charges if children who use their platforms encounter too much “harmful content.”,"United Kingdom leaders are pushing forward with a massive online censorship bill that, thanks to the lobbying of a group of lawmakers over the weekend, has been made significantly harsher with threat… [+5444 chars]",2023-01-17T19:33:40Z
social media,children,NewsAPI,Independent,"Teens who frequently check social media may experience brain development changes, study warns",Vishwam Sankaran,Mental Health,‘Children who grow up checking social media are becoming hypersensitive to feedback from peers’,"Sign up for a full digest of all the best opinions of the week in our Voices Dispatches email
Sign up to our free weekly Voices newsletter
Frequent habitual checking of social media by adolescents … [+3215 chars]",2023-01-04T07:43:04Z
social media,children,NewsAPI,Independent,"Teens who frequently check social media may experience brain development changes, study warns",Vishwam Sankaran,Mental Health,‘Children who grow up checking social media are becoming hypersensitive to feedback from peers’,"For free real time breaking news alerts sent straight to your inbox sign up to our breaking news emails
Sign up to our free breaking news emails
Frequent habitual checking of social media by adoles… [+3221 chars]",2023-01-04T08:54:24Z
social media,children,NewsAPI,The Guardian,"Child cyberbullying at ‘concerning levels’, Australia’s eSafety commissioner says",Josh Butler,Mental Health,"Exclusive: eSafety commission investigating nearly 1,700 complaints and has asked social media companies to remove offensive content 500 times in a year<ul><li>Get our morning and afternoon news emails, free app or daily news podcast</li></ul>Online bullying …","Online bullying among children is reaching concerning levels, according to Australias eSafety commissioner. The agency is investigating nearly 1,700 cyberbullying complaints and has asked social medi… [+4531 chars]",2023-01-22T14:00:38Z
social media,children,NewsAPI,The Guardian,‘Storm the house’: Queensland care home receives threats after being wrongly identified as halfway house,Ben Smee,Mental Health,"Online posts urge violence against residents in care home after it was described as a place for ‘youth offenders’<ul><li>Follow our Australia news live blog for the latest updates</li><li>Get our morning and afternoon news emails, free app or daily news podca…",Children living in a Queensland residential care home were the subject of death threats on social media including calls for neighbours to storm the house and hang whoever is inside after media report… [+3583 chars],2023-01-31T14:00:02Z
social media,children,NewsAPI,GeekWire,Seattle schools leader calls suit vs. social media titans a ‘first step’ for students across the country,Todd Bishop,Mental Health,"Seattle Public Schools sees its case against TikTok, YouTube, Facebook, Snap, Instagram, and their parent companies as a potential model to address the impact of social media on student mental health nationwide. “We are confident and hopeful that this lawsuit…","Seattle Public Schools Superintendent Brent Jones. (SPS Photo)
Seattle Public Schools sees its case against TikTok, YouTube, Facebook, Snap, Instagram, and their parent companies as a potential mode… [+4197 chars]",2023-01-09T18:28:10Z
social media,children,NewsAPI,CBS News,"Eye on America: DEA cracks down on fentanyl crisis, innovative ways to support new moms and more",CBS News,In Society,"We find out how the DEA is targeting social media to keep children safe from the deadly drug threat of fentanyl. And we go inside a luxury retreat in New York that helps new parents transition to life with a newborn. Watch these stories and more on """"Eye on A…","Watch CBS News
Copyright ©2023 CBS Interactive Inc. All rights reserved.
Get browser notifications for breaking news, live events, and exclusive reporting.
Not NowTurn On",2023-01-24T01:00:19Z
social media,children,NewsAPI,Reason,Utah Lawmakers Want To Give Parents Access to Their Kids' Social Media Accounts,Elizabeth Nolan Brown,In Society,A pair of bills in Utah would impose draconian requirements on social media platforms in the name of protecting children.,"A pair of bills in Utah would impose draconian requirements on social media platforms in the name of protecting children. Under Senate Bill 152, social media companies would be required to verify the… [+8407 chars]",2023-02-01T14:23:15Z
social media,children,NewsAPI,Totallythebomb.com,TikTok's 'Dragon's Breath' Snack Is Putting Kids In The ER. Here's ... - Totally The Bomb,Brittanie Pyper,In Society,"Social media can be a dangerous place, especially for children who are seemingly influenced by their favorite creators and peers. With that being said, if you have a child that happens to be on social","Social media can be a dangerous place, especially for children who are seemingly influenced by their favorite creators and peers.
With that being said, if you have a child that happens to be on soci… [+2788 chars]",2023-01-20T16:23:41Z
social media,children,NewsAPI,BBC News,Online Safety Bill changes 'not ruled out' - culture secretary,https://www.facebook.com/bbcnews,In Society,Tory rebels want to make social media bosses criminally liable if they fail to protect children.,"The culture secretary has said she is ""not ruling out"" any changes to the government's Online Safety Bill in the face of a major backbench rebellion.
Thirty-six Tory MPs are backing a plan to make s… [+2022 chars]",2023-01-13T05:32:46Z
social media,children,NewsAPI,Daily Mail,"Social media makes children insecure, study finds",Luke Andrews,Mental Health,Scientists in North Carolina tracked 178 children who were 12 years old. They found that areas of the brain linked to reward and punishment were overactive in kids who were always online.,"Social media is reprogramming children's brains and creating a generation of thin-skinned adults, a study suggests.
Youngsters see regions in the brain that control feelings of reward and punishment… [+3785 chars]",2023-01-03T17:15:25Z
social media,children,NewsAPI,Sky.com,Four in five adults want social media bosses held legally responsible if children hurt by content,"Tom Acres, technology reporter",In Society,"An overwhelming majority of UK adults want tech giants to employ senior managers who are held legally responsible for children harmed by social media, according to new polling.","An overwhelming majority of UK adults want tech giants to employ senior managers who are held legally responsible for children harmed by social media, according to new polling.
Four in five surveyed… [+2895 chars]",2023-01-05T12:31:00Z
